title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Assistant Manager Psychological Services - Auckland Prison,Department of Corrections,"Elevate your career as Assistant Manager of Psychological Services. Lead a dynamic team, impact lives, and foster a safer community.",https://www.seek.co.nz/job/75744872?type=standout&ref=search-standalone&origin=cardTitle#sol=7a0a7eb3265aed848fcdc6d73bf8d39906aa2f69,,careers@corrections.govt.nz,,Stratford,Taranaki,Attractive package incl. bonus and health cover,2024-05-10
Production Manager,ARYZTA Australia Pty Ltd,"Join global company, leader in bakery products manufacturing",https://www.seek.co.nz/job/75744034?type=standout&ref=search-standalone&origin=cardTitle#sol=e741e335b2c4556303a4f55e8fda637ac12b5685,,ANZ.recruitment@aryzta.com,,Stratford,Taranaki,"Salary $80,000 - 120,000 plus ESOP",2024-05-10
Firmware Verification Engineer,Basis NZ Limited,An exciting opportunity to join our growing team as a Firmware Verification Engineer!,https://www.seek.co.nz/job/75752299?type=standout&ref=search-standalone&origin=cardTitle#sol=5cc639c0d11f3f4c2bf3d3e0f6bfff0bca23eb4f,,talent@wearebasis.com,,Stratford,Taranaki,Competitive Hourly Rate!,2024-05-10
Campus Services Coordinator,The University of Auckland,A unique opportunity to help drive our sustainability and Net Zero carbon commitments with forward-thinking waste prevention & resource recovery ops.,https://www.seek.co.nz/job/75746959?type=standout&ref=search-standalone&origin=cardTitle#sol=4505b151526721eecf7e62971adc5987422dd05c,,p.kirkham@auckland.ac.nz,,Stratford,Taranaki,$155 - 165K depending on experience,2024-05-10
Assessor Health & Wellbeing - Nationwide,Careerforce,"This role involves the provision of coaching, assessment feedback and assessment of qualifications up to and including Level 5, and support to akonga.",https://www.seek.co.nz/job/75753173?type=standout&ref=search-standalone&origin=cardTitle#sol=22a0d339c2c26d93d3e777f851673b393d40ac66,,Damon.harrison@careerforce.org.nz,,Stratford,Taranaki,"$75,000 – $90,000 per year",2024-05-10
Learning Management Systems Administrator,Absolute IT Limited,"Join a Learning Management Systems Administrator to ensure seamless functionality, compliance, and collaboration for evolving learning needs!",https://www.seek.co.nz/job/75749957?type=standout&ref=search-standalone&origin=cardTitle#sol=f4d730bbde3636887c5cab731897f0f35c44d468,,Courtney.Carlin@absoluteit.co.nz,027 276 3393,Stratford,Taranaki,"Company car + phone, laptop and flexibility",2024-05-10
Executive Assistant,Robert Walters,Are you an experienced Executive Assistant interested in working for a boutique law firm in the heart of the CBD? Look no further.,https://www.seek.co.nz/job/75750300?type=standout&ref=search-standalone&origin=cardTitle#sol=a1d4ab99445c401a2ce5eefcf0fbc639af6fb9a0,,,0278699364,Stratford,Taranaki,,2024-05-10
Creative Marketing Manager,Andrea Biani,"If you're ready to unleash your creativity and drive the success of two iconic local brands, this is an amazing opportunity. Lets talk!",https://www.seek.co.nz/job/75741077?type=standout&ref=search-standalone&origin=cardTitle#sol=9889cd9f03ac18e803cb3d68ce1f6a588781b584,,andrea@abshoes.co.nz,,Stratford,Taranaki,,2024-05-10
Behaviour Advisor - Central Auckland - Central Auckland,Spectrum Foundation,Are you an experienced Behaviour Advisor? Do you enjoy supporting people with intellectual disabilities or autism spectrum disorder?,https://www.seek.co.nz/job/75751566?type=standout&ref=search-standalone&origin=cardTitle#sol=122b44f3d977145cdc197954d56c881dba5370ec,,,021 221 7942,Stratford,Taranaki,,2024-05-10
Sourcing Specialist,Basis NZ Limited,Our Supply Chain team is growing and we need a dedicated Sourcing Specialist to help us!,https://www.seek.co.nz/job/75751964?type=standout&ref=search-standalone&origin=cardTitle#sol=9b4ab2a3f6890b29f752396b964e092094b9e38c,,talent@wearebasis.com,,Stratford,Taranaki,,2024-05-10
Payroll Manager,Mercury,"Fixed term contract to lead & manage a small team, while getting involved in exciting projects, system enhancements and process improvements.",https://www.seek.co.nz/job/75747129?type=standout&ref=search-standalone&origin=cardTitle#sol=743b1c2405aa74b713c6850845b6197014999af4,,recruitment@mercury.co.nz,,Stratford,Taranaki,,2024-05-10
"Medical Secretary - Ophthalmology, Refractive Laser",Southern Eye Specialists,• Join a passionate and supportive team • Annual Health and Wellbeing payment • Enjoy Christmas off,https://www.seek.co.nz/job/75740880?type=standard&ref=search-standalone&origin=cardTitle#sol=7fd21d1b4b5fab1dfc78057c88732dc1fabbb8fd,,eloise@southerneye.co.nz,,Wellington Central,Wellington,"90,000 - 140,000 (experience dependant)",2024-05-10
Customer Care Advisor,Royal New Zealand Plunket Trust,"We’re excited to have a brand new opportunity for a Customer Care Advisor to join our Service Delivery team on a permanent, full time basis.",https://www.seek.co.nz/job/75750011?type=standout&ref=search-standalone&origin=cardTitle#sol=52136b3803788e1d3cbaa2fbbb20681a70b4cca2,,Claire.Foy@plunket.org.nz,,Wellington Central,Wellington,,2024-05-10
Purchasing Officer,Moffat NZ,"Along with a competitive market based salary you will be eligible for our company Health Insurance scheme, off street secure parking",https://www.seek.co.nz/job/75749279?type=standout&ref=search-standalone&origin=cardTitle#sol=417bcea6849c33a2ce921f32069295172e28e16b,,amccomish@moffat.co.nz,,Wellington Central,Wellington,,2024-05-10
Hautū Finance and Performance,Education Payroll Limited,"Lead a newly formed group that will support EPL to build capability and maturity across finance, reporting, procurement, risk and assurance.",https://www.seek.co.nz/job/75746387?type=standout&ref=search-standalone&origin=cardTitle#sol=cdc6da67b27042ae2da05cc8f1282bf82ec47d6e,,myHR@edpay.nz,,Wellington Central,Wellington,,2024-05-10
Business Development Manager - KiwiSaver,Linchpin Consulting,"Are you an experienced financial services professional who is an energic, self-starter that is now looking for your next role?",https://www.seek.co.nz/job/75753749?type=standout&ref=search-standalone&origin=cardTitle#sol=775aed880a56d3274e25efa2d2ccacd056098f23,,info@linchpin.co.nz,,Wellington Central,Wellington,,2024-05-10
"Advisor, Wellbeing, Health and Safety",Whaikaha - Ministry of Disabled People,Play a key role in developing the wellbeing health and safety strategy for the Kaimahi at Whaikaha – Ministry of Disabled People.,https://www.seek.co.nz/job/75743932?type=promoted&ref=search-standalone&origin=cardTitle#sol=cc0d7a7b2a09067805a4d750d57fb32f25400b87,,PeopleandCulture@whaikaha.govt.nz,,Wellington Central,Wellington,"$78,222 – $94,689 per year",2024-05-10
Hautū Finance and Performance,Education Payroll Limited,"Lead a newly formed group that will support EPL to build capability and maturity across finance, reporting, procurement, risk and assurance.",https://www.seek.co.nz/job/75746860?type=standout&ref=search-standalone&origin=cardTitle#sol=2a8cfe88988d0bfc3d0fa7518c5a34ffbfddb6fe,,myHR@edpay.nz,,Wellington Central,Wellington,Competitive Pay While You Learn,2024-05-10
"Golf Professional, Director of Golf – Business Opportunity",Pukekohe Golf club,"This is an ideal opportunity for some one that is experienced in retail, coaching, golf operations and just loves Golf!",https://www.seek.co.nz/job/75752544?type=standout&ref=search-standalone&origin=cardTitle#sol=57cfbc3ce0672fc097ebb6be47bde3678b22e7d4,,manager@pukekohegolf.co.nz,,Wellington Central,Wellington,Up to $80000.00 p.a.,2024-05-10
Project Coordinator/Assistant Project Manager - Infrastructure,Assemble,Collaborate with a diverse high performing team specialising in delivering top notch infrastructure services and solutions.,https://www.seek.co.nz/job/75748129?type=standout&ref=search-standalone&origin=cardTitle#sol=21e9f75ac1484008a3a0545b0fc1184ec9d7b546,,rachel@assemblerecruit.com,,Wellington Central,Wellington,,2024-05-10
Junior Project Manager,Mike Greer Homes,Is it time to see where a construction career can lead? we have an entry level residential construction Junior Project Manager role ready for you.,https://www.seek.co.nz/job/75750866?type=standout&ref=search-standalone&origin=cardTitle#sol=19973338e45e6e4f26f07e9ce131a24024000d49,,phughes@mikegreerhomes.co.nz,,Wellington Central,Wellington,,2024-05-10
Service Manager - Whakatane,IHC,"Starting salary of $76,053 per annum with work vehicle, phone, and laptop.",https://www.seek.co.nz/job/75740583?type=standout&ref=search-standalone&origin=cardTitle#sol=b3815310dc3d2f663a0c4fe052db3e53acf61edb,,recruitment@ihc.org.nz,,Wellington Central,Wellington,,2024-05-10
Director of Sport,Iona College,"Do you have a wealth of experience in sports management, sports administration, coaching and the ability to develop strong relationships. Join us.",https://www.seek.co.nz/job/75743431?type=standout&ref=search-standalone&origin=cardTitle#sol=f2e5b2574dd049d5e6dc41167a34eacb00a0bf0e,,hrc@iona.school.nz,,Wellington Central,Wellington,,2024-05-10
Service Manager (General) - Christchurch/North Canterbury,IHC,Join our team as a Service Manager and make a positive impact on the lives of individuals with intellectual disabilities!,https://www.seek.co.nz/job/75743680?type=standout&ref=search-standalone&origin=cardTitle#sol=cfd225ebb0350c8917694739d4e0e55fbac69e89,,recruitment@ihc.org.nz,,Wellington Central,Wellington,,2024-05-10
Junior Key Account Manager Foodstuffs FMCG,Devereux Recruitment and Consulting,Looking for the step up to Account Manager? This role offers a FMCG Key Account Executive the opportunity to step up and grab manage Foodstuffs,https://www.seek.co.nz/job/75743483?type=standout&ref=search-standalone&origin=cardTitle#sol=b83c7797c2bf5c286f46c3b13a35dc53a975db84,,,(021)0344830,Wellington Central,Wellington,,2024-05-10
Finance Administrator,"Hays | Accountancy & Finance",Join a dynamic team who are looking for their next finance enthusiast,https://www.seek.co.nz/job/75746863?type=standout&ref=search-standalone&origin=cardTitle#sol=eb549e4440118b9dbf66f69bce9d5ef843b66de1,,amanda.dubier@hays.net.nz,,Wellington Central,Wellington,,2024-05-10
Creative Marketing Manager,Andrea Biani,"If you're ready to unleash your creativity and drive the success of two iconic local brands, this is an amazing opportunity. Lets talk!",https://www.seek.co.nz/job/75741077?type=promoted&ref=search-standalone&origin=cardTitle#sol=03ee521abc85123b82d583543b976b94521adf19,,andrea@abshoes.co.nz,,Wellington,Christchurch Central,"$75,000 – $90,000 per year",2024-05-10
Financial Controller,Ministry of Transport,"The Financial Controller is responsible for supporting the CFO, finance team and wider organisation in all aspects of Finance.",https://www.seek.co.nz/job/75749271?type=standout&ref=search-standalone&origin=cardTitle#sol=985814c433f5926907acb6dc6296bc86065d5021,,applications@transport.govt.nz,,Wellington,Christchurch Central,,2024-05-10
Teacher Aid,Te Aho o Te Kura Pounamu -The Correspondence School,Focused on creating a diverse and inclusive environment,https://www.seek.co.nz/job/75741737?type=standout&ref=search-standalone&origin=cardTitle#sol=eb3196c13bd9ea748bb1930aa41059632ddf7631,,Darron.Cutler@tekura.school.nz,027 346 2596,Wellington,Christchurch Central,,2024-05-10
Lead Advisor Regional Public Service Nelson/Tasman Region,Ministry of Social Development,Come and join our amazing team and make a difference!,https://www.seek.co.nz/job/75744701?type=standout&ref=search-standalone&origin=cardTitle#sol=36b3f6474a98c09176065347821169a1402a60ff,,jobs@msd.govt.nz,,Wellington,Christchurch Central,,2024-05-10
Project Manager,BGIS,Outstanding opportunity with a rapdily growing organisation for a residential construction focused Project Manager,https://www.seek.co.nz/job/75752139?type=standout&ref=search-standalone&origin=cardTitle#sol=2509b35bee7af1c71b5f55bc288a3d648951471c,,tom.chandler@bgis.co.nz,021 243 6003,Wellington,Christchurch Central,,2024-05-10
Financial Reporting Analyst,Te Papa Museum,"We are looking for the right person to bring fresh ideas, as well as an open, flexible approach, and a strong drive for delivering excellent service.",https://www.seek.co.nz/job/75748039?type=standout&ref=search-standalone&origin=cardTitle#sol=47873f02c367181737141b019bac6cca87fb90aa,,Elisabeth.Trueman@TePapa.govt.nz,,Wellington,Christchurch Central,,2024-05-10
Health Improvement Practitioner,ProCare,"Opportunity to make a difference, well-supported HIP role working within a general practice.",https://www.seek.co.nz/job/75746157?type=standout&ref=search-standalone&origin=cardTitle#sol=e54f6720988d22c419b455ac520ed353ae5c3204,,lee.jatho@procare.co.nz,,Wellington,Christchurch Central,,2024-05-10
Systems Administrator,ASPEQ Limited,"Monitor and maintain Aspeq's IT systems, install, and configure hardware and software, and solve technical issues as they arise.",https://www.seek.co.nz/job/75740689?type=standout&ref=search-standalone&origin=cardTitle#sol=b0401844367436e0565f20aa1fa4fbb6ec1349ad,,careers@aspeq.com,,Wellington,Christchurch Central,,2024-05-10
Team Leader Engagement,ATCL Search,Community facing leadership role making a significant impact in Northland/Auckland.,https://www.seek.co.nz/job/75741599?type=standout&ref=search-standalone&origin=cardTitle#sol=775ded0d99b296d10782f6e025882af177f49065,,info@amytea.co.nz,,Wellington,Christchurch Central,,2024-05-10
Consultant- Self Service Channels,Taska360,We are seeking a Principal Consultant to join our client's self service channels team in New Zealand.,https://www.seek.co.nz/job/75747437?type=standout&ref=search-standalone&origin=cardTitle#sol=74d704f2d6d9523d306ce9253ab38a97333455d0,,lyaz.dmello@taska.co.nz,,Wellington,Christchurch Central,,2024-05-10
Accountant,Heritage Travel Services (2018) Limited,Join a fast paced accounting team providing clients with travel opportunities to remote locations through the world.,https://www.seek.co.nz/job/75740792?type=standard&ref=search-standalone&origin=cardTitle#sol=dc04c08f3b9f87216e44071f1471d6b82af24e10,,financial@heritage-expeditions.com,,Wellington Central,Wellington,"$78,222 – $94,689 per year",2024-05-10
Solicitor / Lawyer,Baker Meech Lawyers,Lawyer Based in Parnell Auckland Preferably at least 2 years experience,https://www.seek.co.nz/job/75740615?type=standard&ref=search-standalone&origin=cardTitle#sol=86cb371c7a36c01746ada8b234638282b2e8c923,,jeff@bakermeech.co.nz,,Wellington Central,Wellington,Salary + vehicle + benefits,2024-05-10
"Advisor, Wellbeing, Health and Safety",Whaikaha - Ministry of Disabled People,Play a key role in developing the wellbeing health and safety strategy for the Kaimahi at Whaikaha – Ministry of Disabled People.,https://www.seek.co.nz/job/75743932?type=standout&ref=search-standalone&origin=cardTitle#sol=5033305e9c2b9790b74ba9f419b07217df57aba9,,PeopleandCulture@whaikaha.govt.nz,,Wellington Central,Wellington,$120k - $130k p.a. + Flexible wfh arrangements + c,2024-05-10
Manager - Planning & Performance,Crown Law,Join an organisation with a clear vision that makes a difference for New Zealanders.,https://www.seek.co.nz/job/75743844?type=standout&ref=search-standalone&origin=cardTitle#sol=11c56438290e572daf270abc67c78f0ad597e9b8,,HR@crownlaw.govt.nz,,Wellington Central,Wellington,"$90,000 - $120,000",2024-05-10
"HR Business Partner | 12 month fixed term",Randstad - Business Support,"12 month fixed term role, Excellently located in Northcote, Auckland, Global company within the tech industry, Exceptional leadership and culture",https://www.seek.co.nz/job/75746587?type=standard&ref=search-standalone&origin=cardTitle#sol=9b5d21b55c53c6ffaecd03d08c3f55ac12e95a59,,samsara.cawley@randstad.co.nz,,Wellington Central,Wellington,NZD 55 - 80 per hour,2024-05-10
"HR Business Partner | 12 month fixed term",Randstad - Business Support,"12 month fixed term role, Excellently located in Northcote, Auckland, Global company within the tech industry, Exceptional leadership and culture",https://www.seek.co.nz/job/75746376?type=standard&ref=search-standalone&origin=cardTitle#sol=a686e5a5bcdcc5057e3b7c9799efedd3374dc2ad,,samsara.cawley@randstad.co.nz,,Wellington Central,Wellington,Generous Remuneration many other benefits,2024-05-10
Advisor Assessment - Clearances,Land Information New Zealand,"Play a key role in enabling major infrastructure projects to proceed, to keep New Zealand moving forward",https://www.seek.co.nz/job/75749424?type=standout&ref=search-standalone&origin=cardTitle#sol=bf03c7dda61a8947199366c283dddc8c74531b85,,opportunities@linz.govt.nz,,Wellington Central,Wellington,"$100,000 – $120,000 per year",2024-05-10
Director,"Tai Poutini | Te Pūkenga",Make a real difference to learners across the stunning West Coast of the South Island,https://www.seek.co.nz/job/75744068?type=standout&ref=search-standalone&origin=cardTitle#sol=c25513b1179adb7c032232de9737d373ae5a9c8e,,recruitment@ara.ac.nz,,Wellington Central,Wellington,,2024-05-10
"Pouako | Hauora Aotearoa Facilitator",Hauora Aotearoa,"Hauora Aotearoa, a charity leading generational change, seeks a Pouako | Facilitator to address the wellbeing crises among rangatahi and teachers.",https://www.seek.co.nz/job/75743757?type=standard&ref=search-standalone&origin=cardTitle#sol=a8b075f78ba106db372a2869ea93af90eea3b761,,dayna@hauoraaotearoa.com,,Wellington Central,Wellington,,2024-05-10
Sourcing Specialist,Basis NZ Limited,Our Supply Chain team is growing and we need a dedicated Sourcing Specialist to help us!,https://www.seek.co.nz/job/75752264?type=standout&ref=search-standalone&origin=cardTitle#sol=8eba7282dcc7c721c28ba2cb5b0357ce4a50b2b5,,talent@wearebasis.com,,Wellington Central,Wellington,,2024-05-10
"Commercial Site Manager | Contract",Franklin Smith,Opportunity for a seasoned contractor to help drive this commercial project to completion. June start. Apply now.,https://www.seek.co.nz/job/75746352?type=standard&ref=search-standalone&origin=cardTitle#sol=bc55023d95d00292c5b6cb5bf0b7c2f2c5c9f4be,,ezra@franklinsmithgroup.co.nz,,Wellington Central,Wellington,,2024-05-10
Robotic Surgery Coordinator,MercyAscot Hospital,"Amazing opportunity for RN with periop expertise, Robotic surgery experience & coordination skill to join private sector leader in surgical innovation",https://www.seek.co.nz/job/75751686?type=standout&ref=search-standalone&origin=cardTitle#sol=c74600c5e67f1614d0ae79e6f54277deb444904d,,jan.arnold@mercyascot.co.nz,,Wellington Central,Wellington,,2024-05-10
Creative Marketing Manager,Andrea Biani,"If you're ready to unleash your creativity and drive the success of two iconic local brands, this is an amazing opportunity. Lets talk!",https://www.seek.co.nz/job/75741077?type=promoted&ref=search-standalone&origin=cardTitle#sol=a7667ef90d6bb291c66d665bb00806a83986f918,,andrea@abshoes.co.nz,,Christchurch Central,Canterbury,"$75,000 – $90,000 per year",2024-05-10
Financial Analyst - Operations,Silver Fern Farms,"Financial Analyst required to provide business insight, analysis, and modelling in the Operations space.",https://www.seek.co.nz/job/75748283?type=standout&ref=search-standalone&origin=cardTitle#sol=629a514f8bfe0e6c72ded444f550670bbdf909d1,,,0273527741,Christchurch Central,Canterbury,Competitive salary + generous staff benefits!,2024-05-10
Coronial Case Manager,Ministry of Justice,You will be responsible for co-ordinating all matters referred to the coroner in the Hawkes Bay region.,https://www.seek.co.nz/job/75739374?type=standout&ref=search-standalone&origin=cardTitle#sol=201b2c2a9390251478eed04532fead5c8793dd2d,,recruitment@justice.govt.nz,,Christchurch Central,Canterbury,,2024-05-10
"Kaiārahi Kohi Pūtea | Manager, Fundraising",Wellington Museums Trust,"Working together with and for Wellington to create remarkable experiences that generate vitality, strengthening the city we love.",https://www.seek.co.nz/job/75740399?type=standout&ref=search-standalone&origin=cardTitle#sol=df602c3d8f4bf286ecde78038b9ec333065e1be3,,hr@experiencewellington.org.nz,,Christchurch Central,Canterbury,,2024-05-10
Manager Analytics- Strategic Projects,Devereux Recruitment and Consulting,Unique opportunity for a senior Finance Manager/Commercial Manager to step out of the day-to-day & shadow an industry expert across strategic projects,https://www.seek.co.nz/job/75739194?type=standout&ref=search-standalone&origin=cardTitle#sol=9bc7ab48f0a8b93844effd3d8d49e1c04b3de1a9,,,(021) 0344830,Christchurch Central,Canterbury,,2024-05-10
Corporate Accountant (8 month fixed term - parental leave cover),Wētā Workshop,We're need a Corporate Accountant looking for something a bit different to your usual corporate environment - a fun finance team & a unique workplace,https://www.seek.co.nz/job/75744304?type=standout&ref=search-standalone&origin=cardTitle#sol=22bb90e6b600baffad52f70023ae6a4c6e5ca185,,recruitment@wetaworkshop.co.nz,,Christchurch Central,Canterbury,,2024-05-10
Management Accountant,Fluid Accounting and Finance,Be part of a team in an industry that is just as dynamic as their business with a manager who is looking to truly mentor & develop your career.,https://www.seek.co.nz/job/75746322?type=standout&ref=search-standalone&origin=cardTitle#sol=5d4cb1d853aa06f77eafc7904bbfe661b34d5243,,ameliajane@fluidrecruitment.co.nz,,Christchurch Central,Canterbury,,2024-05-10
Kaitakawaenga - Literacy Facilitator,Massey University,Passionate about education? Experienced Literacy Facilitator? Join our team and make a difference!,https://www.seek.co.nz/job/75745627?type=standout&ref=search-standalone&origin=cardTitle#sol=b201d1757f99f197fb53a0c90d6a1c4ea5f41e33,,,0211709286,Christchurch Central,Canterbury,,2024-05-10
International Groups & Events Consultant,Mystro Management Limited,"You will work on domestic and international events, conferences, and group travel bookings and will liaise with our preferred travel providers",https://www.seek.co.nz/job/75742930?type=standout&ref=search-standalone&origin=cardTitle#sol=6d9ef4a19e70b17c4cc39c9403b7bf4a3462a337,,angela.miller@orbitwellington.com,,Christchurch Central,Canterbury,,2024-05-10
Content and Editorial Advisor,Energy Efficiency & Conservation Authority,We are looking for a Content and Editorial Advisor to join our Communications and Content Team at EECA.,https://www.seek.co.nz/job/75746216?type=standout&ref=search-standalone&origin=cardTitle#sol=6d8c206cd66980534d63f0b8bc3a531f4fac48ac,,careers@eeca.govt.nz,,Christchurch Central,Canterbury,,2024-05-10
Traffic Management Coordinator,Wellington City Council,"An opportunity to have a positive impact on the safety of your city Join a fun, diverse and passionate team Full training provided Kia mahi ngātahi mō",https://www.seek.co.nz/job/75747396?type=standout&ref=search-standalone&origin=cardTitle#sol=25b9c9e032249f1d813d6b72fcba555851190768,,recruitment@wcc.govt.nz,,Christchurch Central,Canterbury,,2024-05-10
Property Manager - Auckland - Central Auckland,Spectrum Care Limited,Are you looking for a Property Manager opportunity where you can make a real difference within the disability social housing sector?,https://www.seek.co.nz/job/75747410?type=promoted&ref=search-standalone&origin=cardTitle#sol=7adaac562049a7d3098294704baffa47df678c06,,,027 277 8741,Greenlane,Auckland,"Company car for eprsonal use, hybrid role",2024-05-10
Pool Service Technician,NetYourJob,"Proven experience in this specialised industry, and technically and practically minded? This job could be for you!",https://www.seek.co.nz/job/75741424?type=standout&ref=search-standalone&origin=cardTitle#sol=613f237a7bcfecbf58e607079312120d34ab6145,,gabrijela@hll.co.nz,,Greenlane,Auckland,"$70,842 – $103,000 per year",2024-05-10
Interiors Estimator / QS,Lynx Recruitment Ltd,Estimator / QS needed! Big opportunity to join our Auckland based Interior Fitout client. Grow your career and learn from the best!,https://www.seek.co.nz/job/75751631?type=standout&ref=search-standalone&origin=cardTitle#sol=abc28568b9ad0202107c360f87367f27c427e244,,fiachra@lynx.co.nz,,Greenlane,Auckland,"$60,000 – $80,000 per year",2024-05-10
Store Manager - Rotorua NZ,Kmart,Join our Store Leadership Team at Kmart Rotorua!,https://www.seek.co.nz/job/75752338?type=standard&ref=search-standalone&origin=cardTitle#sol=0f5972cf6d608d9666c9f200dc908a9cfc6c3992,,diversity@kmart.com.au,,Greenlane,Auckland,"$85,000 – $95,000 + benefits",2024-05-10
SME Public Sector,Capgemini Australia Pty Ltd,"Come and join Capgemini NZ, a diverse global team of innovators using tech to reimagine what's possible.",https://www.seek.co.nz/job/75745274?type=standout&ref=search-standalone&origin=cardTitle#sol=030d5a0974f6699a7cc7654e89b71cc623f780c9,,talentacquisitionaunz@capgemini.com,,Greenlane,Auckland,Negotiable based on experience,2024-05-10
Social Worker - Kaimahi Toko I Te Ora,Laura Fergusson Trust Inc,No shift or weekend work. Make a difference in people’s lives! Work with brain or other complex injuries.,https://www.seek.co.nz/job/75747708?type=standard&ref=search-standalone&origin=cardTitle#sol=e15a0670c2943d7584f4996a74d0b03f745b2274,,hr@lft.org.nz,,Greenlane,Auckland,,2024-05-10
Legal Executive,Fluid Legal,Our superb client is offering an opportunity for an experienced Legal Executive to join their team!,https://www.seek.co.nz/job/75741767?type=standout&ref=search-standalone&origin=cardTitle#sol=0dbc6ee75db8b639b4c020e684497c896ad685d9,,simone@fluidrecruitment.co.nz,021 171 9600,Greenlane,Auckland,,2024-05-10
Account Manager - Taupo,TotalEnergies New Zealand,"We are looking for a motivated, energetic sales superstar, with a passion for growing and developing relationships with a wide range of stakeholders.",https://www.seek.co.nz/job/75739395?type=standout&ref=search-standalone&origin=cardTitle#sol=c324cdcdd9b978874169ccabf5c846160a33020a,,people@tenz.nz,,Greenlane,Auckland,,2024-05-10
Property Manager - Auckland - Central Auckland,Spectrum Care Limited,Are you looking for a Property Manager opportunity where you can make a real difference within the disability social housing sector?,https://www.seek.co.nz/job/75747410?type=promoted&ref=search-standalone&origin=cardTitle#sol=c125c896243953cbac03124aae4e8a16c7312184,,,027 277 8741,Greenlane,Auckland,"Company car for eprsonal use, hybrid role",2024-05-10
Senior Communications Advisor,Energy Efficiency & Conservation Authority,An exciting fixed-term opportunity to join EECA's communications and content team.,https://www.seek.co.nz/job/75745367?type=promoted&ref=search-standalone&origin=cardTitle#sol=5499a08d252b2b135c4476b0d83d1d3dd5e78da4,,careers@eeca.govt.nz,,Greenlane,Auckland,$120K - $130K,2024-05-10
"Analysts/Testers for Payroll Data, Te Whatu Ora Holidays Act Programme",Te Whatu Ora Health NZ – Te Toka Tumai Auckland,Fixed term for 6 - 8 months based in Dunedin and Rotorua with the option of remote working,https://www.seek.co.nz/job/75747673?type=standout&ref=search-standalone&origin=cardTitle#sol=00ddcdcc024d47664b5ababbb256c4ad4e79b957,,Sonua@adhb.govt.nz,021 108 3241,Greenlane,Auckland,"$74,196 - $87,289",2024-05-10
Alcohol Licensing Inspector,Wellington City Council,"Kia mahi ngātahi mō Pōneke mō tōna āpōpō | Working together for Wellington's future. Our Public Health team is seeking a positive and diligent individ",https://www.seek.co.nz/job/75751087?type=standout&ref=search-standalone&origin=cardTitle#sol=b56f326e1e3480d6fa057b85b5f40bbe1bcabca2,,Judith.Austin@wcc.govt.nz,,Greenlane,Auckland,,2024-05-10
Care Home Manager,Randstad NZ - Healthcare,"Work for a non for profit organisation dedicated to taking great care of older people, while supporting our employees to do their best work.",https://www.seek.co.nz/job/75752486?type=standard&ref=search-standalone&origin=cardTitle#sol=b3547d1e5589120379f79dddfef14a234ac6587f,,jessica.milroy@randstad.co.nz,,Greenlane,Auckland,,2024-05-10
Business Analyst,Education Payroll Limited,"Looking for an experienced Business Analyst to come join our team, working on the core payroll which processes the pay for schools across New Zealand.",https://www.seek.co.nz/job/75740764?type=standout&ref=search-standalone&origin=cardTitle#sol=b383dfb945535f201078fdbf7da47d9758d8db3a,,myHR@edpay.nz,,Greenlane,Auckland,,2024-05-10
Trade Manager,Build People Ltd,"Fantastic team culture and exceptional leadership! This business is your home away from home, and the career move you have been looking for...",https://www.seek.co.nz/job/75744147?type=standout&ref=search-standalone&origin=cardTitle#sol=eb6bdfb8a90f60a30024700850875e74fec2b14c,,,(021) 055 0988,Greenlane,Auckland,,2024-05-10
BAS Manager,KG Recruitment Ltd,Strong and organic growth at this highly reputed Chartered Accounting firm in Central Auckland. New clients coming in every week consistently.,https://www.seek.co.nz/job/75741862?type=standout&ref=search-standalone&origin=cardTitle#sol=d34e1f6ff59b0407f57eb647765ffe5610b84dac,,kathy@kgrecruitment.co.nz,,Greenlane,Auckland,,2024-05-10
Firmware Verification Engineer,Basis NZ Limited,An exciting opportunity to join our growing team as a Firmware Verification Engineer!,https://www.seek.co.nz/job/75751776?type=standout&ref=search-standalone&origin=cardTitle#sol=2f71e281e8b3055354267fdbafffb730eb719e33,,talent@wearebasis.com,,Greenlane,Auckland,,2024-05-10
Content and Editorial Advisor,Energy Efficiency & Conservation Authority,We are looking for a Content and Editorial Advisor to join our Communications and Content Team at EECA.,https://www.seek.co.nz/job/75746216?type=promoted&ref=search-standalone&origin=cardTitle#sol=1fde69f3c8e006fbd969aa8bb5f02af87c4acaab,,careers@eeca.govt.nz,,Wellington Central,Wellington,NZD 80000 - 95000 per annum,2024-05-10
"Occupational Therapist | Kaiwhakaora Ngangahau",APM Workcare,Join our passionate team in Blenheim & discover a work/life balance tailored to you!,https://www.seek.co.nz/job/75750600?type=promoted&ref=search-standalone&origin=cardTitle#sol=4acc2a6e88f649a4c8c7e59070ce313d33d9a553,,luke.serfontein@apmworkcare.co.nz,022 416 2263,Wellington Central,Wellington,"$60,000 – $80,000 per year",2024-05-10
Graduate of Architecture,Franklin Smith,Work as an Architectural Graduate or Senior in one of NZ's most established commercial practices.,https://www.seek.co.nz/job/75749994?type=standard&ref=search-standalone&origin=cardTitle#sol=0ed8a36a4ed8abdb8b6f663858222ae1b14985a8,,farrel@franklinsmithgroup.co.nz,,Wellington Central,Wellington,NZD 120 - 130 per hour,2024-05-10
