title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms,jobType,fullDescription,jobClassification
Solution Architect - Salesforce,OSF Digital,"OSF Digital are seeking experienced Architects to join the NZ team and engage on high profile multi cloud, enterprise level projects.",https://www.seek.co.nz/job/77884446?type=promoted&ref=search-standalone&origin=cardTitle#sol=1807e19b49dcaab3cae64fc99ae0cc1966ad76e9,,,,Christchurch Central,Canterbury,Competitive Hourly Rate,2024-08-06,full-time,"OSF Digital is a globally recognised digital transformation specialist. As a trusted Salesforce partner for over a decade, we are experts in B2B, B2C, and multi-cloud solutions. Having just celebrated our 20th anniversary, we're proud of our many accomplishments, including recognition in the Fast Company list of best workplaces for innovators, and in the Salesforce 2023 Partner Innovation Awards for our outstanding Multi-Cloud Digital Transformation expertise.  This role can be based anywhere in New Zealand.  At OSF Digital, you’ll be able to collaborate with exceptional individuals who are dedicated to delivering quality outcomes. Our diverse team of nearly 2500 professionals operates across 50+ global offices. We foster a strong sense of teamwork, building long-term relationships with our customers.  Key Responsibilities  Providing architecture strategy and design with a focus on Salesforce and its related integrations / technologies Project leadership and client relationship management. Mentor through knowledge sharing and coaching for more junior architects and team members Be a Solution leader responsible for developing end-to-end innovative solutions for complex technical and digital requirements. Engage cross-functionally, own and be responsible for the solutioning, development and documentation of implementations Collaborate with regional/global peers and Portfolios, to deliver high quality solutions.  About You  It would be great to see some of the following in your background:  A genuine passion and knowledge to develop methodologies, tools and best practices to ensure high quality, repeatable processes for the delivery of Salesforce consulting services. Ideally, it would beneficial (not essential) to have strong Public Sector, Sales/Service, Education or Health Cloud knowledge and capability Deep prior experience as a Senior Functional Consultant with the technical aptitude to architect and design complex solutions From eliciting requirements, through to solutions and training, building strong relationships and providing exceptional service A natural desire to learn, eagerness to extend your Salesforce prowess, taking opportunities to lead, coach, mentor and learn from others Keen to show initiative, ownership and autonomy, leading projects with ease and professionalism.  As a Salesforce Platinum Partner, we offer cutting-edge projects. Gain expertise in diverse cloud platforms, including AI, and make a significant difference to clients. Enjoy a flexible work environment with remote options and a positive, supportive company culture. We prioritise work-life balance and well-being initiatives.  Access training, certifications, and career advancement opportunities in our diverse and inclusive workplace. Be valued through awards, and recognition for your contributions.",Architects (Information & Communication Technology),
IT Manager / Amazing Kiwi Co / Excellent Salary,Enterprise Technology Recruitment Ltd,Lead a small IT team in a range of bold new implementations of advanced technology Robotics,https://www.seek.co.nz/job/77888922?type=standard&ref=search-standalone&origin=cardTitle#sol=addd72031f56dd924de1c4608bb3e791538b8da0,,,6427499273,Christchurch Central,Canterbury,,2024-08-06,full-time,"The company is a hugely successful Kiwi owned marketing, warehousing, and distribution company operating across Australia and New Zealand and headquartered in Albany.  They are in the process of deploying advanced robotics to their warehouses and are looking for an IT leader to head their small talented and mission critical technology team.  The company operates a full suite of financial, warehousing, CRM, ERP and integration software and hardware is all located “On Prem”.  Objectives of the Position:  Responsible for Group IT, administering and developing business platforms to ensure optimal performance and efficiencies across the business in New Zealand, Australia, and China.   Responsibilities:  The Role is project focused, whilst leading and guiding the IT team to become known as a centre of excellence and support.  Excellent verbal and written communications skills and comfortable working with all levels within the organisation and external key stakeholders. A constant drive to deliver optimal performance and best practice including developing new initiatives.  Competencies critical to success:  SQL guru, ideally with other programming languages such as C#. A business analytical mind and strong commercial sense. Responsible for Group Infrastructure – hardware, software and associated databases, working with external partners as required. PowerBI and Dax knowledge for business reporting. Excellent knowledge of all other existing IT platforms including ERP - understanding existing customisations and able to administer as required. Personable, leader and technically solid  Personal Qualities  A confident leader who has the technical expertise to help develop and lead the team. Relates well to all people and cultures.  The company is growing fast which means that the successful candidate will enjoy excellent career growth and be constantly challenged in an expanding landscape.  The role is office based 5 days per week.  The company offers a fantastic social and team culture with regular social activities and personal amenities.  They offer a competitive salary that will appeal to those at the top of their game.  To apply for this role you must be a NZ Citizen or PR.  To find out more apply now or call Barry or Craig on +64274992733.   ",Management (Information & Communication Technology),
Product Owner,Manage My Health,"We are looking for an experienced, self-motivated Product Owner to work within our dynamic environment.",https://www.seek.co.nz/job/77886519?type=standout&ref=search-standalone&origin=cardTitle#sol=fd596016820a16536d726d40ca1b106bf71d297c,,,,Christchurch Central,Canterbury,,2024-08-06,full-time,"Manage My Health is at the forefront of revolutionizing healthcare through innovative technology solutions. We empower health professionals to deliver superior care and enable consumers to manage their health and wellbeing effectively. With a user base exceeding 1.75 million and an average growth rate of 40,000 new users monthly, we are the leading digital health management platform in New Zealand.  We’re seeking an experienced Product Owner who has had exposure to the healthcare industry in New Zealand to be part of the team to accomplish this mission. The ideal candidate will have big ideas and strategies that foster an environment of collaboration and creativity. We need someone who has an entrepreneurial mindset for distilling business value and goals into roadmaps and refined product backlogs. Most important, we need a product owner who can help us build better products that people love to use.     Objectives of this role  Understand our market, competitors, and key value proposition requirements. Lead team scrums to define product vision, roadmap, and growth opportunities, and communicate with stakeholders throughout the project. Collaborate with internal and external contacts to analyze needs and align product roadmap to strategic goals. Work closely with product managers and business teams to create and maintain product backlog according to business value or ROI. Remain up to date on trends and best practices for agile project management. Conduct focus/user groups to determine and validate assumptions.     Responsibilities  Plan and prioritise product development and product feature backlog. Develop detailed product feature specifications and ensure they’re clearly understood by relevant teams. Assess value, develop cases, and prioritise stories, epics, and themes to ensure work aligns with product strategy. Mitigate roadblocks to achieving sprint/release goals. Responsible for specific releases to market.  Serve as product ambassador internally and externally, sharing knowledge and answering questions. Adopt a progressive and innovative mindset.     Required skills and qualifications  Five or more years of experience in product development. In-depth knowledge of agile methodology for project management. Understanding of business value related to features and functions. Outstanding communication, presentation, and leadership skills. Sharp analytical and problem-solving skills. Ability to effectively manage conflicting needs of stakeholders.     Preferred skills and qualifications  Bachelor’s degree (or equivalent) in related discipline. Proficiency with applicable project management tools and technology. Understanding of or previous experience in the healthcare sector.     Reasons to work with us  There are lots of reasons you would want to work with us - here are just a few:  A competitive salary package, including free health insurance and discounted gym membership. A great work environment where you’re encouraged to grow and develop. We put helping people above all else. A diverse, passionate, and fun team of incredible people. Helping people achieve better health and wellbeing.     Please note whilst we appreciate the time and effort taken to submit your individual application, only short-listed candidates will be notified.  Applicants for this position must have the right to work in New Zealand.",Product Management & Development (Information & Communication Technology),
Data Center Project Manager,Microsoft,"Build a solid understanding of data center procedures, engage in collaboration across various teams and provide mentorship across data centers.",https://www.seek.co.nz/job/77848480?type=standout&ref=search-standalone&origin=cardTitle#sol=8c4a70d80759ddf03acc4c9ab87e90b3549e66c6,,,,Christchurch Central,Canterbury,,2024-08-06,full-time,"Overview  As a Microsoft Data Center Project Manager (DCPM), you will perform trouble shooting for service incidents, manage assigned projects to meet service delivery objectives as well escalate to appropriate stakeholders to remove obstacles. You will also follow safety policies and procedures and participate in root cause analysis (RCA) of incidents. This job will allow you to build a solid understanding of data center procedures, engage in collaboration across various teams as well as provide mentorship across data centers by sharing best practices.  Microsoft’s Cloud Operations & Innovation (CO+I) is the engine that powers our cloud services. As a CO+I DCPM, you will perform a key role in delivering the core infrastructure and foundational technologies for Microsoft's online services including Bing, Office 365, Xbox, OneDrive, and the Microsoft Azure platform. As a group, CO+I is focused on the personal and professional development for all employees and offers trainings and growth opportunities including Career Rotation Programs, Diversity & Inclusion trainings and events, and professional certifications.  Our infrastructure is comprised of a large global portfolio of more than 200 data centers in 32 countries and millions of servers. Our foundation is built upon and managed by a team of subject matter experts working to support services for more than 1 billion customers and 20 million businesses in over 90 countries worldwide.  With environmental sustainability and optimization at the forefront of our data center design and operations, we continue to grow and evolve as we meet the ever-changing business demands that hold Microsoft as a world-class cloud provider.  Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.   Role based on-site in Auckland      Qualifications  Qualifications:  Minimum 2+ years’ experience in Critical Environment infrastructures (e.g., UPS, Generator, AHU) or working in physical IT infrastructures (e.g., Servers, SANs, Networking, Capacity, DC Rack/Enclosures, structured cabling). Hands on experience with data center deployment and decommissioning projects, working cross-functionally with other teams, vendor management and budget allocation Strategic thinking and business acumen to coordinate and handle multiple DC projects at the same time  Growth mindset and team player   While not required, we also look for the following Preferred Qualifications:  Technical College degree in Computer Science, Math, Telecommunications, Electrical/Mechanical Engineering, or related field. Applicable certifications: ASICS/Inventory Control, CompTIA, Microsoft, Network Certifications, PMP, ITIL, CDCP.  Background Check Requirements:   Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:   Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter     Responsibilities  Responsibilities:  Demonstrate conscientiousness on cost adheres to budget requirements; keep costs reasonable and contribute to staying within budget. Follow and adhere to safety and security policies and procedures. Report immediately any safety or security issues or concerns. Perform troubleshooting for service incidents and escalates, as appropriate, to meet SLA/OLAs, with minimal disruption to the client/customer and business. Recognize potential customer impact of other events and issues (e.g., customer lockdown), communicate potential impact, and plan for impact accordingly. Proactively review schedules and avoid conflicts when possible. Identify, coordinate, manage expectations, and offer alternatives when defining customer solutions. Manage relationships with clients and suppliers to ensure that all expectations are clarified, understood, documented, and met. Suggest ways for reducing the risk of performing maintenance; work with others to accommodate scheduling needs. In alignment with management priorities, hold self-accountable for the end-to-end service quality, completeness, and resulting customer experience (including but not limited to availability, safety, security, customer service). Support escalation of issues to appropriate owner. Embody our culture and values.",Programme & Project Management (Information & Communication Technology),
Delivery Manager,Ventia,"This role is ideal for a proactive leader with excellent communication skills, and the ability to manage multiple initiatives",https://www.seek.co.nz/job/77850287?type=standout&ref=search-standalone&origin=cardTitle#sol=3d48f421b0f62598b69589d28efb5dc51c9b78aa,,lisa.speckmeier@skoutsolutions.com,,Christchurch Central,Canterbury,,2024-08-06,full-time,"What's in it for me? • Exciting role with a wider scope that your normal Delivery Manager role • Exclusive Ventia Perks - including Southern Cross Health Insurance and Fuel Discounts • Work with a well-established and high performing team • Positive and supportive work environment  About the Role An exciting opportunity for an experienced Delivery Manager responsible for the safe delivery of required field operations in specification with customer contractual requirements, maximising productivity through ensuring the right people are deployed on the right work with the right levels of supervision and support.  This role will be working closely with the Planning team (including Subcontractors) to make sure of the most effective resource and staff allocation; providing on-site and off-site supervision of all team members, making sure that all works are completed in accordance with contract/work instructions.  The Delivery Manager will be looking after two teams based in Bunnythorpe and Hastings  About you The successful candidate will need to have the flexibility and adaptability to handle multiple projects across different locations and teams.  Experience in a high voltage environment is handy and core financial skills are essential to manage a range of projects that range in value from $220K to $2Million.  The Key Requirements for this role:  • Trade Qualified Electrician. EWRB would be preferred but not mandatory • Lead a team of Technicians and Project Managers to deliver contracts within our Infrastructure Group. • Experience with Transpower contracts is advantageous • Strong financial skills are essential • Minimum of 7 years' experience in a high voltage environment • Excellent stakeholder engagement ranging from C-Suite through to the project team • Experience working in cross-functional teams • Leadership experience desired • Proven ability to manage people to ensure effective delivery of multiple initiatives simultaneously • High level of flexibility with the ability to find a path to delivery in ambiguous situations  About Ventia Ventia is a leading infrastructure services company, operating across Australia and New Zealand. Our clients are the owners and operators of assets that are critical to our local communities. We pride ourselves on working smart, safely and sustainably, harnessing the latest technologies and brightest minds. With a diverse and proud heritage, we have a track record of delivering essential services to the communities in which we operate.  How to apply Click on the ""apply now"" button found on this page. For further information regarding this position please contact lisa.speckmeier@skoutsolutions.com  Shortlisted candidates will be asked to undergo a pre-employment medical as well as a police check.  Reference Number 158713  Diversity Ventia is enriched by the diverse experiences, talents and cultures that our people bring to the organisation, while celebrating and respecting the communities we operate in. We are committed to providing a safe and positive environment that provides equal opportunities for individuals of all backgrounds, including Māori and Pasifika people, LGBTTQIA+, Women, Veterans and spouses and people with disabilities.   ",Programme & Project Management (Information & Communication Technology),06/08/2024
Commercial Managers - Operations,Sheffield,"Fantastic opportunity to flex your commercial skills, identifying business improvements & opportunities, and leading insights-driven actions.",https://www.seek.co.nz/job/77856527?type=standout&ref=search-standalone&origin=cardTitle#sol=a93be0cfcd8ea8925f3e2a1f26fe6a82ac86412d,,cvchc@sheffield.co.nz,,Christchurch Central,Canterbury,,2024-08-06,full-time,"Established, innovative and growth focussed business with a great reputation Helping New Zealand towards a more sustainable, low-emissions future. Three roles, based in Auckland  Click here to learn more about Enviro NZ’s people and what they do      About the Roles:   The three new Commercial Manager - Operations roles have been created with the key focus to identify business and profit improvement opportunities across Enviro NZ and to be leading these initiatives from an analytical and project management perspective. Reporting to the Head of Operations – Commercial, they form part of a collective national support team deployed where best fits, to support the driving of the business’s improvement and innovation engine.  These roles will:  Work closely with the Head of Operations – Commercial to achieve Enviro NZ’s strategic, financial, and operational objectives, through strong commercial insights and best in class partnering. Lead, influence and advise Operations across the wider business to identify strategic, financial, and operational opportunities and risks and take action to solve. Provide business analysis and commercial evaluation support for key strategic initiatives, including Municipal bids from ideation to completion by providing commercial advice, financial modelling, supporting the development of business case, project management, tracking of investment and realisation of benefits. Drive a value add, future focussed management outlook on operational opportunities & initiatives, with insights driven actions agreed to close gaps and mitigate risks. Support a continuous improvement approach to reporting, financial & operational processes and planning to optimise output and create efficiencies.  Building business partnerships, stakeholder engagement and engaging with staff to create buy-in are key to success in these roles.  The roles skilfully identify commercial opportunities, explore options through sound analysis, facilitate solutions and lead projects that align to Enviro NZ’s strategic priorities.     Skills & Experience:   Our client seeks:  Tertiary qualification in financial management, commerce, CA, CPA or CFA. Strong track record of advising on the underlying commercial drivers of a large integrated business whilst translating them into simple, consistent measurable indicators. Ability to operate at both a strategic and tactical level, taking ownership & accountability for decisions and actions. Excellent leadership, presentation and facilitation skills to influence senior leaders to deliver tangible outcomes.  Excellent interpersonal skills and a demonstrated ability to develop and maintain effective relationships across all levels of an organisation, managing multiple stakeholders. A focus on pro-active communication, both written and verbal, with a great ability to influence, collaborate and effectively present to others. High level of commercial acumen. Strong analytical and modelling skills, with experience in analytical software & tools. Skills in leading change and creating buy-in with staff, with an engaging, empathetic and authentic style. You will be curious, comfortable challenging the status quo and constantly looking at what’s possible.     About the Company:  Enviro NZ is a materials management and resource recovery company committed to managing, recovering and processing waste streams to deliver sustainable outcomes. Employing over 1,100 people nationally, Enviro NZ is a business that is constantly evolving to meet the ever-changing needs of their customers and local communities.   Enviro NZ are leaders in waste minimisation and resource recovery, providing homes and businesses with innovative solutions that support a low-emissions future, assist with optimising sustainability and are constantly innovating to develop new solutions to meet the individual needs of their customers. Good old kiwi ingenuity, a great team culture and a relentless commitment to preserve New Zealand’s natural beauty and resources, produces the best possible outcomes for their customers and the environment.  Enviro NZ is focused on making it easier for New Zealanders to shift to a more sustainable way of life. They do this by delivering waste and recycling solutions that make a difference.  Their national network of infrastructure and facilities supports the vital sustainability efforts of local councils and commercial organisations across the country. Their facilities and operations have long been recognised as being amongst New Zealand’s most environmentally responsible.  People are at the heart of their success, and the diverse skills and backgrounds each person brings is valued.  Living their core values means being respectful, honest, supportive and safe at work.     To apply in strict confidence now, click ‘Apply for this job’ or email your cover letter and CV to cvchc@sheffield.co.nz quoting 8820sk. Applications close on 25 August 2024.  Emails will be electronically acknowledged and further correspondence may be by email.  To view the Candidate Briefing document, please click here.  For more information please phone Andrea Bankier on +64 274 478 102.",Management (Information & Communication Technology),06/08/2024
Quality Practice Lead,Flux Federation,We are looking for an experienced Quality Practice Lead to join our all remote team.,https://www.seek.co.nz/job/77880698?type=standout&ref=search-standalone&origin=cardTitle#sol=3a3895006254775df31bb38febf29ecfdc9068a1,,,,Christchurch Central,Canterbury,,2024-08-06,full-time,"Who we are:  Flux Federation is a fast growing technology company, providing next generation billing software to energy businesses. Our clients are large energy retailers in both C&I and Residential, here in NZ and in Australia including Meridian, Powershop and Shell Energy. We’re owned by Meridian and have been around for 15 years, but we’ve only just begun our growth journey. Our mission is to empower visionary companies who want to lead through the energy transition and help create a brighter future. We’re headquartered in Aotearoa | New Zealand, consisting of a fully remote workforce of 100+ passionate and smart people.  Who we’re looking for:  We’re looking for a Quality Practice Lead to work across our Product and Engineering teams to improve the quality, reliability and performance of our products, as well as raise the maturity of the quality practices at Flux.   You’ll define and execute a strategy while ensuring quality across testing practices at Flux, including test automation.   Key responsibilities in the role:  Creation, ownership and execution of the quality strategy, including key metrics that will be established. Leading and mentoring tests analysts and quality engineers embedded within engineering teams: Collaborate with Engineering Managers and Team Leads to identify skill building initiatives to deepen our testing team and grow them in their career. Facilitating a quality guild to foster a culture of continuous learning & development, as well as alignment to the quality strategy. Recruit and onboard new Testers and QA Engineers. Ensure our testing community stays current with industry best practices and Flux development benefits from this. Quality advocacy - Working alongside Product, Design, Engineering and Principle Engineers to embed a strong culture of quality at Flux. Quality consultation - Working with stakeholders to identify and mitigate product/system risks in Flux’s key programmes. Automation Leadership - Strengthening Flux’s automation maturity by bringing expertise and direction. Responsible for ensuring we have the right quality tools and practices in place to support our business and our future, and that we use them correctly and consistently in ways that add value to what we do.  What you’ll bring:  Experience as a test practice lead or quality practice lead. Ideally you’ll have experience working with Microservice Architectures. Advanced knowledge of Software testing theories and practices, including test automation and contract based testing. Great at working with others and proven experience of implementing business or cultural change. Commitment to continued learning and development both for themself and for evolving the quality practice at Flux. Working collaboratively under an agile software development methodology.  The experience and vision to refine the quality strategy and influence the wider business. Build and sustain effective working relationships through excellent interpersonal skills.   Why Flux?  Flux is a subsidiary of Meridian and offers stability in a time of change. Flux connects you with amazing people from all walks of life and offers fantastic learning and development opportunities within a flexible, supportive and family friendly culture.   Alongside competitive salaries, we also offer:  Flexibility in how you work - we truly believe in flexible working and are happy to discuss how this role works around your life. Life insurance, income protection and serious illness cover.           Generous leave provisions including enhanced parental leave benefits, paid leave between Christmas and New Year, and the option to buy additional leave. Enhanced employer contribution for Kiwisaver (match up to 4%). Staff rates for electricity if you are, or become, a Meridian or Powershop customer. An employee share scheme (permanent employees only). A commitment to your wellbeing with access to wellness initiatives including subsidised Southern Cross healthcare and free EAP. Purchasing discounts through a free membership on the Boost App.  Make your mark on an organisation that's going places.  Apply today!   *Please be advised that Flux Federation does not accept unsolicited resumes from agencies. We will not be liable for any fees associated with resumes submitted without prior written engagement from us to supply candidates for a specific position",Testing & Quality Assurance (Information & Communication Technology),
Test Lead - POS terminal testing,Randstad Digital,Our client is looking for a Test Lead with strong POS terminal testing and off-shore team management experience.,https://www.seek.co.nz/job/77891131?type=promoted&ref=search-standalone&origin=cardTitle#sol=aa535936b90a740acc437a4d54520055e4dd9f65,,,022 525 8233,Wellington Central,Wellington,Competitive daily rate,2024-08-06,contract-temp,"Test Lead - POS terminal testing Contract : 6-month through with potential extension Start ASAP Wellington-based Our client is looking for a Test Lead with strong POS terminal testing and off-shore team management experience.  If you have great understanding and experience crafting software systems for the payments industry, including Application Marketplaces, Terminal Management, Payment Gateways, and software systems stacks based on Android and embedded systems development, please apply now!  The ideal candidate will be familar with quality assurance lifecycle processes around test data management, test planning, test defect triage/management and reporting, and using tools and techniques for automating much of the test and defect life cycle.     Skills Requirements   5 years' experience in test automation and manual testing practices as a Test Lead Experience crafting software systems for the payments industry, including Application Marketplaces, Terminal Management, Payment Gateways, and software systems stacks based on Android and embedded systems development. Proven experience in Point of Sale (POS) terminal payment testing, EMV/Scheme certification is highly preferred. Strong skills in API testing Familailty in Agile delivery methodologies and tools Working knowledge with Atlassian toolsets like JIRA and Confluence is a must. Experience in leading offshore resources.  * Please note that we are only seeking candidates who are currently based in Wellington or willing to relocate to Wellington with full working rights.  For further information please feel free to contact Angela on 022 525 8233    At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",Testing & Quality Assurance (Information & Communication Technology),
Test Lead - POS terminal testing,Randstad Digital,Our client is looking for a Test Lead with strong POS terminal testing and off-shore team management experience.,https://www.seek.co.nz/job/77891131?type=standout&ref=search-standalone&origin=cardTitle#sol=b827271b2bdb5fbb0db8bfd5cb7a3af90d1ae1cd,,,022 525 8233,Wellington Central,Wellington,NZD 900 - 1000 per day,2024-08-06,contract-temp,"Test Lead - POS terminal testing Contract : 6-month through with potential extension Start ASAP Wellington-based Our client is looking for a Test Lead with strong POS terminal testing and off-shore team management experience.  If you have great understanding and experience crafting software systems for the payments industry, including Application Marketplaces, Terminal Management, Payment Gateways, and software systems stacks based on Android and embedded systems development, please apply now!  The ideal candidate will be familar with quality assurance lifecycle processes around test data management, test planning, test defect triage/management and reporting, and using tools and techniques for automating much of the test and defect life cycle.     Skills Requirements   5 years' experience in test automation and manual testing practices as a Test Lead Experience crafting software systems for the payments industry, including Application Marketplaces, Terminal Management, Payment Gateways, and software systems stacks based on Android and embedded systems development. Proven experience in Point of Sale (POS) terminal payment testing, EMV/Scheme certification is highly preferred. Strong skills in API testing Familailty in Agile delivery methodologies and tools Working knowledge with Atlassian toolsets like JIRA and Confluence is a must. Experience in leading offshore resources.  * Please note that we are only seeking candidates who are currently based in Wellington or willing to relocate to Wellington with full working rights.  For further information please feel free to contact Angela on 022 525 8233    At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",Testing & Quality Assurance (Information & Communication Technology),
Contract Project Manager,PMO People,"Based out in lovely new offices near the airport, this household name is looking for a proactive BA to provide support to a pipeline of projects",https://www.seek.co.nz/job/77851975?type=standout&ref=search-standalone&origin=cardTitle#sol=8a32b5cc6c251935dfe44dce41d9844e016b8f9d,,,,Wellington Central,Wellington,Attractive hourly rates depending on experience.,2024-08-06,contract-temp,"PMO People are a specialist recruitment firm for corporate project management office roles.  Looking after permanent and contract roles we are the go-to provider when it comes to finding key resource to keep your project moving on time and within budget.  We work with amazing clients and amazing candidates, we love doing what we do.  Currently we are looking for an experienced Project Manager for one key clients, who have a strong pipeline of work and need some immediate support.  This is a contract role until December 2024 with a good chance of extending.  This organisation has a lot going on, so this is a fast moving, busy role in a dynamic environment.  It is a role that is highly supported with a mature PMO Office in place, a great leadership team and an engaged business.  They have a commitment to excellence, integrity, and creativity in everything they do.  As a proactive Project Manager , this hands-on role requires a detail-oriented and strategic thinker who can manage multiple projects, drive initiatives, and ensure the successful implementation of people-focused programs. The ideal candidate will possess strong leadership skills, excellent communication abilities, and a passion for enhancing employee experience and engagement.    Key Responsibilities:  Project Planning and Execution: Develop, manage, and execute project plans for various people initiatives, including talent acquisition, employee engagement, performance management, and learning & development. Ensure projects are delivered on time, within scope, and within budget. Stakeholder Management:  Collaborate with senior leaders, HR partners, and cross-functional teams to define project objectives and align them with business goals. Communicate project status, risks, and issues to stakeholders and provide regular updates. Team Leadership:  Lead project teams, providing direction, support, and motivation to achieve project goals. Foster a collaborative and high-performance team environment. Process Improvement:  Identify opportunities for process improvement and implement best practices to enhance efficiency and effectiveness within the People Operations function. Develop and refine project management methodologies and tools. Risk Management:  Proactively identify and mitigate project risks and issues. Develop contingency plans to ensure project continuity and success. Change Management:  Lead change management efforts to ensure smooth transitions and adoption of new initiatives. Provide training and support to employees impacted by changes. Data Analysis and Reporting:  Monitor project performance using appropriate tools and techniques. Analyze data to identify trends, measure success, and inform decision-making. What we are looking for:  5 years++ of solid Project Management delivery experience in a corporate environment.  This could be within Financial Services or large enterprise private sector corporates. A strong proactive nature and the ability to go above and beyond. Proven stakeholder engagement and influencing skills Strong process improvement experience  Excellent communication and documentation skills Strong problem-solving skills and attention to detail. Ability to work independently and collaboratively in a fast-paced environment. Application Process:  Interested candidates are invited to submit their resume and a cover letter detailing their qualifications and experience.   PMO People is an equal opportunity employer and welcomes candidates from all backgrounds to apply however for this role you must be within New Zealand and available for an immediate start so overseas applicants in this case, may not be considered. We are committed to representing diverse and inclusive workplaces where everyone feels valued, respected, and supported.",Programme & Project Management (Information & Communication Technology),
Product Owner,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,"M365 Product Owner | Wellington | Contract",https://www.seek.co.nz/job/77888936?type=standout&ref=search-standalone&origin=cardTitle#sol=fa4b66ef3332378e48329b63867155cb64fc8e9f,,,,Wellington Central,Wellington,Attractive hourly rates depending on experience.,2024-08-06,contract-temp,"Product Owner Wellington based M365 specialist 6-month Contract  About the role: Working within a government organisation, you will be part of a key project transforming the way that the organisation works: enabling them to work more productively by using the suite of tools offered by M365, such as Teams and SharePoint. You will be responsible for owning and maintaining the product, such as implementations, and feature development, and ensure efficient delivery to the organisation. Working in an Agile framework, you will be comfortable facilitating and participating in sprint reviews, Stand Ups and other ceremonies.  To be considered you must have: Prior experience in a Product Owner role – ensuring delivery of quality product and service, Ideally have worked in an enterprise organisation, Have worked with M365 tools, Worked within a fast-paced, complex environment, Developed product strategy and roadmaps, The ability to articulate the product’s value, functionality, and competitive industry trends, Strong SDLC knowledge, Excellent stakeholder management skills including working with vendors. Ability to work as part of a team, Excellent communication skills  What's in it for you: 6-month contract. Wellington CBD Free Professional Indemnity Insurance. Close support throughout the duration of the contract.  Note: You must have the legal right to work in New Zealand and be physically present in the country to be eligible. Overseas candidates will not be considered. Only shortlisted candidates will be contacted.  How to Apply: If this sounds like you, click APPLY now with your CV (Word doc) and cover letter.  Job Ref:128295  Beyond Recruitment Technology, Transformation & Digital, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information.    ",Product Management & Development (Information & Communication Technology),
Senior Software Developer,Upper Echelon Limited,"Skilled Senior Software Developer to upgrade a large agency's core applications, which currently run on JBoss and Java.",https://www.seek.co.nz/job/77855738?type=standard&ref=search-standalone&origin=cardTitle#sol=6096f550d3c4921aeab7ff0bdcc327685c4eb51b,,,421 222 2082,Wellington Central,Wellington,$1000 per day,2024-08-06,contract-temp," Upper Echelon is seeking a skilled Senior Software Developer to upgrade a large agency's core applications, which currently run on JBoss and Java. This crucial software development programme aims to significantly impact education in New Zealand.  What's on offer?   Impactful Work: Contribute to a significant project that directly enhances the education sector in New Zealand. Supportive Environment: Receive dedicated support from the head of the development team and project managers, ensuring seamless project delivery. Professional Growth: Work with cutting-edge technologies and gain exposure to DevSecOps practices.   This agency promotes innovation, collaboration, and the drive to make a real impact. This is a fantastic opportunity for a seasoned developer looking to advance their career while contributing to meaningful change in New Zealand's education system. A featured project on your resume, that you can deliver well and be very proud of. Make a tangible difference in education in New Zealand through innovative and secure software development practices.  The person  The ideal candidate will quickly adapt to the agency's software environment, demonstrate excellent problem-solving skills, and have solid, proven experience in enterprise Java and JBoss development. You should be well-versed in all areas of the SDLC and have exposure to DevSecOps practices.  Main Deliverables:  Migration from JBoss EAP 6.4 to 7.4 / 8 Migration of EJB2 to version 3 Migration of entity beans Migration of the security framework Migration from Java 8 to Java 17/21 Upgrade of third-party dependencies to the latest supported versions   Essential skills:  Java EE / Jakarta EE (6+) Java core technologies (Servlet API, EJBs, JNDI, JSP, JAAC) Java versions (8, 11, 17+) JBoss EAP (6, 7) and related technologies (modules, security, classloaders) Web frameworks (Struts) Database technologies (JDBC, JPA, iBatis) Build tools (Maven, Gradle)   Experience with Docker, IntelliJ, Ubuntu, and SonarQube will be highly regarded. These tools are integral to the workflow and will enhance your ability to contribute effectively to the project.  Nice to haves - Certifications such as RHCSA or RHCE, RH Certified Enterprise Application Developer, and RH Certified Enterprise Application Server Administration will be an added advantage.   Hit the APPLY button or contact Richard Alexander at +6421 222 2082 with any questions.  This position is open to NZ citizens and those with working rights in New Zealand only. Applicants who do not meet these criteria will not be considered.             Upper Echelon is a specialist IT recruitment company dedicated to matching qualified people for business critical roles in organisations with a purpose. Our highly specialised recruiters have an average of ten years in the industry, so you can be assured of our experience and expertise.  We welcome and encourage applications from anybody irrespective of race, gender, sexual orientation and disability status.",Developers/Programmers (Information & Communication Technology),
